country,sex,age,fatality,año,mes,shark_specimen,tipo_lesion,lugar_lesion
AUSTRALIA,M,40,N,1965,12,others/unknown,mordiscos,piernas
JOHNSTON ISLAND,M,unkwown,N,1965,12,reef,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1965,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,43,Y,1965,11,others/unknown,others/unknown,others/unknown
PACIFIC OCEAN ,M,44,N,1965,11,others/unknown,mordiscos,brazos
PANAMA,Desconocido,unkwown,Desconocido,1965,11,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,24,N,1965,11,nurse,herida,piernas
others/unknown,M,51,N,1965,10,others/unknown,others/unknown,others/unknown
BAHAMAS,M,32,N,1965,10,others/unknown,mordiscos,piernas
BAHAMAS,F,unkwown,Y,1965,10,others/unknown,others/unknown,others/unknown
NEW BRITAIN,M,15,Y,1965,10,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,27,N,1965,10,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,unkwown,N,1965,09,others/unknown,laceración,piernas
PAPUA NEW GUINEA,M,unkwown,N,1965,09,others/unknown,mordiscos,piernas
MEXICO,M,23,N,1965,09,others/unknown,mordiscos,piernas
PHILIPPINES,M,unkwown,Desconocido,1965,08,others/unknown,others/unknown,others/unknown
USA,M,15,N,1965,08,others/unknown,laceración,piernas
BAHAMAS,M,unkwown,N,1965,07,lemon,mordiscos,tronco
MEXICO,M,25,Y,1965,07,others/unknown,others/unknown,piernas
BERMUDA,Desconocido,unkwown,N,1965,07,others/unknown,mordiscos,others/unknown
USA,M,6,Desconocido,1965,06,others/unknown,mordiscos,piernas
USA,M,unkwown,Desconocido,1965,06,others/unknown,others/unknown,others/unknown
MEXICO,M,38,N,1965,06,others/unknown,mordiscos,piernas
PAPUA NEW GUINEA,M,unkwown,N,1965,06,others/unknown,others/unknown,others/unknown
SOUTH PACIFIC OCEAN,M,unkwown,Y,1965,06,others/unknown,others/unknown,tronco
MEXICO,M,unkwown,Y,1965,05,others/unknown,others/unknown,piernas
MEXICO,M,unkwown,Y,1965,05,others/unknown,others/unknown,piernas
EGYPT,M,unkwown,N,1965,05,others/unknown,mordiscos,piernas
JAMAICA,M,unkwown,N,1965,05,others/unknown,others/unknown,others/unknown
MEXICO,M,35,N,1965,05,others/unknown,mordiscos,piernas
USA,M,49,N,1965,04,bull,herida,piernas
USA,M,19,Desconocido,1965,04,others/unknown,others/unknown,tronco
USA,M,28,N,1965,04,white,laceración,manos
PALAU,M,8,N,1965,04,tiger,mordiscos,piernas
USA,M,17,N,1965,04,blacktip,laceración,manos
USA,M,unkwown,Desconocido,1965,03,others/unknown,others/unknown,others/unknown
USA,M,16,N,1965,03,mako,others/unknown,others/unknown
SOUTH AFRICA,M,25,N,1965,02,others/unknown,mordiscos,piernas
USA,M,18,N,1965,02,others/unknown,others/unknown,piernas
USA,M,21,Desconocido,1965,01,others/unknown,others/unknown,tronco
SOUTH AFRICA,M,22,N,1965,01,white,mordiscos,others/unknown
SOUTH AFRICA,M,20,N,1965,01,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,N,1965,01,others/unknown,others/unknown,piernas
NEW GUINEA,M,30,Y,1965,01,whaler,others/unknown,others/unknown
USA,M,13,N,1965,00,others/unknown,mordiscos,pies
USA,M,14,N,1965,00,others/unknown,herida,pies
USA,M,unkwown,N,1965,00,nurse,others/unknown,others/unknown
RED SEA,M,unkwown,N,1965,00,white,mordiscos,piernas
EGYPT,M,30,N,1965,00,mako,mordiscos,piernas
VANUATU,M,unkwown,Y,1965,00,others/unknown,others/unknown,piernas
SOUTH AFRICA,Desconocido,unkwown,Desconocido,1965,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,19,N,1964,12,raggedtooth,laceración,piernas
PAPUA NEW GUINEA,M,unkwown,N,1964,12,others/unknown,laceración,piernas
AUSTRALIA,Desconocido,unkwown,N,1964,12,others/unknown,mordiscos,others/unknown
PAPUA NEW GUINEA,M,28,N,1964,12,others/unknown,others/unknown,others/unknown
KENYA,M,10,Y,1964,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,25,N,1964,11,white,others/unknown,piernas
AUSTRALIA,M,29,Y,1964,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,25,N,1964,11,white,others/unknown,cabeza
USA,Desconocido,unkwown,N,1964,11,mako,mordiscos,others/unknown
SOUTH AFRICA,M,unkwown,N,1964,10,others/unknown,mordiscos,piernas
USA,Desconocido,unkwown,Desconocido,1964,10,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,19,N,1964,10,nurse,others/unknown,piernas
others/unknown,M,24,Desconocido,1964,09,others/unknown,others/unknown,others/unknown
TAIWAN,M,32,Y,1964,09,others/unknown,others/unknown,others/unknown
TAIWAN,M,20,N,1964,09,others/unknown,mordiscos,piernas
USA,M,14,N,1964,08,others/unknown,others/unknown,pies
MEXICO,M,19,N,1964,08,others/unknown,mordiscos,piernas
USA,M,18,Desconocido,1964,08,others/unknown,others/unknown,cabeza
USA,M,unkwown,N,1964,08,others/unknown,golpe,others/unknown
USA,M,28,N,1964,08,hammerhead,others/unknown,others/unknown
JAPAN,M,12,N,1964,08,others/unknown,mordiscos,piernas
PANAMA,M,21,N,1964,08,others/unknown,laceración,pies
USA,M,22,N,1964,07,nurse,laceración,brazos
SOUTH AFRICA,M,30,N,1964,07,zambesi,others/unknown,others/unknown
USA,Desconocido,unkwown,Desconocido,1964,07,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,52,Y,1964,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1964,07,white,mordiscos,others/unknown
PAPUA NEW GUINEA,M,unkwown,Y,1964,07,others/unknown,others/unknown,piernas
PAPUA NEW GUINEA,Desconocido,unkwown,N,1964,07,others/unknown,others/unknown,others/unknown
BERMUDA,Desconocido,unkwown,Y,1964,06,others/unknown,others/unknown,others/unknown
USA,F,29,Desconocido,1964,06,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1964,06,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,unkwown,N,1964,06,others/unknown,others/unknown,others/unknown
FIJI,M,23,N,1964,06,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,40,Desconocido,1964,06,others/unknown,others/unknown,pies
PANAMA,M,47,N,1964,05,lemon,others/unknown,others/unknown
FIJI,M,35,Y,1964,05,tiger,others/unknown,tronco
PANAMA,M,13,Y,1964,05,others/unknown,mordiscos,tronco
PAPUA NEW GUINEA,M,unkwown,Y,1964,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,19,N,1964,03,others/unknown,laceración,piernas
PAPUA NEW GUINEA,M,32,Y,1964,03,others/unknown,others/unknown,others/unknown
USA,M,38,N,1964,03,others/unknown,others/unknown,tronco
SENEGAL,M,unkwown,N,1964,03,others/unknown,mordiscos,piernas
FIJI,Desconocido,unkwown,N,1964,02,tiger,mordiscos,others/unknown
NEW CALEDONIA,M,15,Y,1964,02,others/unknown,others/unknown,piernas
FIJI,M,17,Y,1964,02,others/unknown,mordiscos,piernas
NEW ZEALAND,M,unkwown,N,1964,02,others/unknown,laceración,manos
NEW ZEALAND,M,26,N,1964,02,white,mordiscos,others/unknown
SOUTH AFRICA,M,25,N,1964,02,white,laceración,pies
NEW ZEALAND,M,unkwown,N,1964,02,sand,laceración,piernas
NEW ZEALAND,M,19,Y,1964,02,white,mordiscos,piernas
AUSTRALIA,M,23,Desconocido,1964,02,others/unknown,others/unknown,tronco
NEW ZEALAND,Desconocido,unkwown,N,1964,02,others/unknown,others/unknown,others/unknown
USA,M,12,N,1964,02,hammerhead,others/unknown,others/unknown
COSTA RICA,M,unkwown,Y,1964,02,others/unknown,mordiscos,piernas
FIJI,Desconocido,unkwown,Y,1964,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,51,N,1964,01,others/unknown,mordiscos,pies
SOUTH AFRICA,M,17,N,1964,01,others/unknown,mordiscos,pies
SOUTH AFRICA,Desconocido,unkwown,N,1964,01,white,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1964,01,wobbegong,laceración,brazos
USA,M,21,N,1964,01,white,mordiscos,piernas
PAPUA NEW GUINEA,M,unkwown,Y,1964,01,tiger,others/unknown,others/unknown
FIJI,F,20,N,1964,01,others/unknown,laceración,piernas
AUSTRALIA,Desconocido,unkwown,Desconocido,1964,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,1964,01,others/unknown,laceración,brazos
NEW ZEALAND,M,unkwown,Desconocido,1964,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,F,20,N,1963,12,zambesi,laceración,piernas
SOUTH AFRICA,M,24,N,1963,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,N,1963,12,others/unknown,others/unknown,brazos
SOUTH AFRICA,M,18,Y,1963,12,others/unknown,mordiscos,pies
ATLANTIC OCEAN,F,unkwown,Desconocido,1963,12,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,13,N,1963,12,dusky,laceración,pies
AUSTRALIA,M,unkwown,N,1963,12,wobbegong,herida,brazos
SOUTH AFRICA,M,unkwown,N,1963,12,white,laceración,pies
SOUTH AFRICA,M,15,Y,1963,12,zambesi,mordiscos,piernas
AUSTRALIA,M,23,N,1963,12,white,laceración,tronco
NEW BRITAIN,M,22,Y,1963,12,tiger,mordiscos,piernas
NEW ZEALAND,M,20,N,1963,11,others/unknown,others/unknown,piernas
PAPUA NEW GUINEA,F,18,N,1963,11,tiger,laceración,brazos
FIJI,F,21,N,1963,11,tiger,mordiscos,brazos
FIJI,M,25,N,1963,11,others/unknown,mordiscos,pies
ITALY,M,28,N,1963,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1963,11,white,mordiscos,others/unknown
USA,M,unkwown,N,1963,11,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,unkwown,N,1963,11,others/unknown,laceración,piernas
PALAU,M,35,N,1963,11,others/unknown,laceración,piernas
USA,M,28,N,1963,10,others/unknown,laceración,piernas
NORTH PACIFIC OCEAN,M,20,N,1963,10,others/unknown,laceración,manos
CHILE,M,unkwown,Y,1963,09,white,others/unknown,others/unknown
USA,Desconocido,25,Desconocido,1963,09,others/unknown,others/unknown,tronco
SOLOMON ISLANDS,M,30,Y,1963,09,others/unknown,mordiscos,piernas
AUSTRALIA,M,18,N,1963,09,others/unknown,mordiscos,tronco
USA,M,16,N,1963,09,nurse,others/unknown,brazos
DOMINICAN REPUBLIC,M,25,Y,1963,08,others/unknown,mordiscos,others/unknown
FEDERATED STATES OF MICRONESIA,M,26,N,1963,07,tiger,mordiscos,brazos
USA,M,14,N,1963,07,others/unknown,mordiscos,brazos
USA,M,24,N,1963,07,others/unknown,others/unknown,manos
JAMAICA,Desconocido,unkwown,Y,1963,07,others/unknown,others/unknown,tronco
PANAMA,M,unkwown,Y,1963,07,others/unknown,others/unknown,pies
GREECE,F,42,Y,1963,06,white,others/unknown,others/unknown
PAPUA NEW GUINEA,M,30,N,1963,06,others/unknown,mordiscos,piernas
USA,M,unkwown,Desconocido,1963,05,others/unknown,laceración,piernas
PHILIPPINES,Desconocido,unkwown,Y,1963,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1963,04,nurse,laceración,pies
USA,M,25,Y,1963,04,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,15,N,1963,04,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,25,N,1963,04,others/unknown,mordiscos,brazos
USA,M,15,N,1963,04,others/unknown,mordiscos,piernas
USA,M,unkwown,Desconocido,1963,04,others/unknown,others/unknown,others/unknown
SOLOMON ISLANDS,M,unkwown,Y,1963,03,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,unkwown,N,1963,02,others/unknown,mordiscos,tronco
AUSTRALIA,M,18,N,1963,02,whaler,laceración,piernas
FIJI,M,28,N,1963,02,white,mordiscos,brazos
MAURITIUS,M,24,N,1963,02,others/unknown,laceración,brazos
USA,M,unkwown,Desconocido,1963,02,others/unknown,mordiscos,others/unknown
FIJI,M,41,N,1963,01,others/unknown,laceración,brazos
AUSTRALIA,F,32,Y,1963,01,bull,mordiscos,piernas
AUSTRALIA,M,25,Desconocido,1963,01,others/unknown,others/unknown,tronco
SOUTH AFRICA,Desconocido,unkwown,N,1963,01,others/unknown,others/unknown,others/unknown
NEW ZEALAND,Desconocido,14,N,1963,01,nurse,laceración,brazos
SOUTH AFRICA,M,unkwown,N,1963,01,others/unknown,mordiscos,pies
SOUTH AFRICA,M,27,N,1963,01,others/unknown,laceración,brazos
SOUTH AFRICA,M,24,N,1963,01,zambesi,laceración,brazos
AUSTRALIA,Desconocido,unkwown,N,1963,01,white,others/unknown,others/unknown
MOZAMBIQUE,Desconocido,unkwown,N,1963,01,zambesi,golpe,others/unknown
FIJI,Desconocido,unkwown,Desconocido,1963,00,others/unknown,others/unknown,others/unknown
SEYCHELLES,M,unkwown,Y,1963,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,1962,12,dusky,mordiscos,others/unknown
AUSTRALIA,M,16,Y,1962,12,white,mordiscos,piernas
SOUTH AFRICA,Desconocido,unkwown,N,1962,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,26,N,1962,11,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1962,11,others/unknown,others/unknown,pies
USA,M,24,N,1962,11,white,mordiscos,piernas
AUSTRALIA,Desconocido,unkwown,N,1962,11,whaler,golpe,cabeza
MID ATLANTIC OCEAN,M,unkwown,N,1962,11,others/unknown,mordiscos,others/unknown
SOUTH AFRICA,M,30,N,1962,10,others/unknown,laceración,brazos
MEXICO,M,32,Y,1962,10,others/unknown,mordiscos,piernas
ADMIRALTY ISLANDS,M,26,N,1962,10,others/unknown,laceración,others/unknown
AUSTRALIA,M,unkwown,N,1962,10,nurse,others/unknown,others/unknown
USA,F,43,Desconocido,1962,10,others/unknown,others/unknown,others/unknown
PANAMA,M,1,Y,1962,10,others/unknown,others/unknown,tronco
BRITISH WEST INDIES,M,24,N,1962,09,blacktip,mordiscos,piernas
MEXICO,M,20,N,1962,09,others/unknown,mordiscos,brazos
SOUTH ATLANTIC OCEAN,M,29,Y,1962,09,others/unknown,others/unknown,tronco
ITALY,M,28,Y,1962,09,white,others/unknown,piernas
ISRAEL,M,unkwown,Desconocido,1962,08,others/unknown,others/unknown,others/unknown
TURKEY,M,unkwown,N,1962,08,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,49,N,1962,08,others/unknown,laceración,piernas
USA,M,51,N,1962,08,others/unknown,mordiscos,tronco
USA,Desconocido,unkwown,N,1962,08,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1962,08,others/unknown,mordiscos,others/unknown
USA,M,40,Y,1962,08,others/unknown,mordiscos,piernas
USA,M,24,N,1962,08,others/unknown,mordiscos,piernas
PAPUA NEW GUINEA,M,45,Y,1962,08,others/unknown,mordiscos,piernas
ITALY,M,unkwown,N,1962,08,white,others/unknown,others/unknown
SENEGAL,M,23,N,1962,08,others/unknown,mordiscos,pies
USA,M,21,N,1962,07,others/unknown,laceración,pies
MADAGASCAR,M,20,N,1962,07,others/unknown,laceración,piernas
USA,M,19,N,1962,07,blue,laceración,manos
USA,M,41,N,1962,07,others/unknown,others/unknown,manos
USA,M,13,N,1962,07,others/unknown,laceración,manos
GREECE,Desconocido,unkwown,Desconocido,1962,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1962,06,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1962,06,others/unknown,others/unknown,others/unknown
USA,M,11,N,1962,06,others/unknown,laceración,piernas
USA,M,31,N,1962,06,others/unknown,mordiscos,others/unknown
USA,M,32,Y,1962,06,others/unknown,others/unknown,others/unknown
USA,M,35,Y,1962,06,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,M,unkwown,Y,1962,06,whaler,mordiscos,piernas
USA,M,13,N,1962,06,others/unknown,mordiscos,piernas
AUSTRALIA,Desconocido,unkwown,N,1962,06,others/unknown,mordiscos,others/unknown
USA,M,55,N,1962,06,sevengill,mordiscos,brazos
USA,M,31,N,1962,06,others/unknown,mordiscos,pies
USA,M,17,N,1962,05,others/unknown,mordiscos,piernas
USA,Desconocido,unkwown,Y,1962,05,others/unknown,mordiscos,others/unknown
FIJI,Desconocido,unkwown,N,1962,05,others/unknown,mordiscos,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1962,04,whaler,others/unknown,others/unknown
MOZAMBIQUE,M,16,N,1962,04,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,13,N,1962,04,zambesi,mordiscos,pies
SOUTH AFRICA,Desconocido,unkwown,N,1962,04,others/unknown,mordiscos,others/unknown
NEW ZEALAND,M,unkwown,N,1962,03,others/unknown,mordiscos,pies
AUSTRALIA,Desconocido,unkwown,N,1962,03,whaler,others/unknown,others/unknown
PAPUA NEW GUINEA,M,10,Y,1962,03,whaler,mordiscos,piernas
PAPUA NEW GUINEA,M,unkwown,N,1962,02,others/unknown,laceración,tronco
NEW ZEALAND,M,15,N,1962,02,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,N,1962,02,others/unknown,laceración,manos
SOUTH AFRICA,M,22,Y,1962,02,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,13,Y,1962,02,white,others/unknown,piernas
AUSTRALIA,M,35,N,1962,02,others/unknown,mordiscos,others/unknown
NEW ZEALAND,Desconocido,unkwown,Desconocido,1962,02,others/unknown,others/unknown,others/unknown
SOLOMON ISLANDS,M,unkwown,Y,1962,02,others/unknown,mordiscos,piernas
NEW ZEALAND,M,18,N,1962,01,others/unknown,others/unknown,tronco
MOZAMBIQUE,M,16,Desconocido,1962,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,19,N,1962,01,whaler,others/unknown,others/unknown
SOUTH AFRICA,M,40,Desconocido,1962,01,others/unknown,others/unknown,others/unknown
NEW ZEALAND,Desconocido,unkwown,N,1962,01,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,44,N,1962,01,others/unknown,others/unknown,tronco
USA,M,29,N,1962,01,white,mordiscos,piernas
AUSTRALIA,Desconocido,unkwown,N,1962,01,nurse,mordiscos,others/unknown
AUSTRALIA,M,19,N,1962,01,whaler,laceración,pies
AUSTRALIA,Desconocido,unkwown,N,1962,01,nurse,mordiscos,pies
PAPUA NEW GUINEA,M,24,N,1962,01,white,mordiscos,piernas
NEW ZEALAND,F,54,N,1962,01,others/unknown,laceración,pies
AUSTRALIA,Desconocido,unkwown,N,1962,01,white,mordiscos,others/unknown
AUSTRALIA,M,25,Desconocido,1962,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1962,01,others/unknown,mordiscos,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1962,01,others/unknown,golpe,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,1962,01,others/unknown,golpe,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1962,01,others/unknown,others/unknown,others/unknown
MARSHALL ISLANDS,M,57,N,1962,01,others/unknown,laceración,manos
SPAIN,F,unkwown,N,1962,00,others/unknown,others/unknown,pies
INDONESIA,Desconocido,unkwown,Y,1962,00,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1962,00,others/unknown,mordiscos,piernas
AUSTRALIA,F,18,Y,1961,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,24,N,1961,12,others/unknown,mordiscos,manos
SOUTH AFRICA,M,18,N,1961,12,zambesi,mordiscos,piernas
AUSTRALIA,M,23,N,1961,12,nurse,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1961,12,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,20,N,1961,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,22,Y,1961,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,17,N,1961,12,others/unknown,laceración,piernas
MEXICO,Desconocido,unkwown,Desconocido,1961,11,others/unknown,mordiscos,others/unknown
PHILIPPINES,M,unkwown,N,1961,10,others/unknown,others/unknown,piernas
USA,M,45,Desconocido,1961,10,others/unknown,others/unknown,others/unknown
VANUATU,M,unkwown,N,1961,10,others/unknown,mordiscos,others/unknown
USA,M,45,Y,1961,10,others/unknown,others/unknown,tronco
USA,M,16,N,1961,09,others/unknown,laceración,piernas
CROATIA,M,19,Y,1961,09,white,mordiscos,piernas
TANZANIA,M,42,N,1961,09,others/unknown,others/unknown,manos
MID ATLANTIC OCEAN,M,22,N,1961,09,white,laceración,tronco
PERSIAN GULF,M,unkwown,N,1961,09,others/unknown,others/unknown,pies
ITALY,M,35,N,1961,09,others/unknown,mordiscos,pies
AUSTRALIA,Desconocido,unkwown,Desconocido,1961,09,others/unknown,others/unknown,others/unknown
USA,M,16,N,1961,08,white,laceración,piernas
USA,M,19,N,1961,08,white,mordiscos,piernas
BERMUDA,M,22,N,1961,08,blacktip,laceración,manos
USA,M,38,N,1961,08,others/unknown,mordiscos,manos
PAPUA NEW GUINEA,M,unkwown,N,1961,08,others/unknown,laceración,piernas
USA,M,57,N,1961,07,others/unknown,laceración,manos
TURKEY,M,16,N,1961,07,others/unknown,others/unknown,piernas
AUSTRALIA,Desconocido,unkwown,N,1961,07,white,mordiscos,others/unknown
ITALY,M,21,N,1961,07,white,mordiscos,pies
PANAMA,M,10,Y,1961,07,others/unknown,others/unknown,others/unknown
USA,M,23,Y,1961,06,others/unknown,others/unknown,tronco
USA,M,25,N,1961,06,others/unknown,laceración,piernas
USA,M,unkwown,N,1961,06,hammerhead,others/unknown,others/unknown
NEW BRITAIN,M,unkwown,N,1961,06,others/unknown,others/unknown,brazos
PAPUA NEW GUINEA,M,19,N,1961,06,others/unknown,mordiscos,piernas
USA,M,20,N,1961,05,white,mordiscos,others/unknown
NEW BRITAIN,M,unkwown,N,1961,05,others/unknown,others/unknown,manos
USA,M,52,N,1961,05,hammerhead,laceración,brazos
AUSTRALIA,M,unkwown,N,1961,05,others/unknown,others/unknown,others/unknown
USA,M,10,Desconocido,1961,04,others/unknown,others/unknown,tronco
AUSTRALIA,M,unkwown,N,1961,04,wobbegong,mordiscos,piernas
MOZAMBIQUE,M,37,N,1961,04,zambesi,others/unknown,piernas
SOUTH AFRICA,M,unkwown,N,1961,04,others/unknown,mordiscos,others/unknown
USA,M,22,N,1961,04,tiger,mordiscos,piernas
AUSTRALIA,M,21,N,1961,04,wobbegong,mordiscos,pies
AUSTRALIA,M,40,N,1961,04,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,38,Y,1961,04,zambesi,herida,others/unknown
PERSIAN GULF,Desconocido,unkwown,Y,1961,04,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,24,N,1961,04,nurse,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1961,04,wobbegong,mordiscos,brazos
AUSTRALIA,M,24,N,1961,03,whaler,laceración,piernas
AUSTRALIA,M,24,N,1961,03,others/unknown,mordiscos,tronco
AUSTRALIA,F,unkwown,N,1961,03,others/unknown,mordiscos,pies
AUSTRALIA,M,21,N,1961,03,white,mordiscos,piernas
NORTH PACIFIC OCEAN,M,33,N,1961,03,reef,mordiscos,brazos
